items,support,ordered_statistics,label,label_encode
"['cỡ', 'nẹp']",0.005779531999,"[OrderedStatistic(items_base=frozenset({'cỡ'}), items_add=frozenset({'nẹp'}), confidence=0.23295454545454544, lift=7.686416490486258)]",Thiết bị y tế,33.0
"['cỡ', 'vít']",0.0033831406819999996,"[OrderedStatistic(items_base=frozenset({'vít'}), items_add=frozenset({'cỡ'}), confidence=0.24489795918367346, lift=9.871057513914657)]",Thiết bị y tế,33.0
"['diana', 'sensi']",0.003101212292,"[OrderedStatistic(items_base=frozenset({'diana'}), items_add=frozenset({'sensi'}), confidence=0.31428571428571433, lift=92.89761904761906), OrderedStatistic(items_base=frozenset({'sensi'}), items_add=frozenset({'diana'}), confidence=0.9166666666666667, lift=92.89761904761906)]",Thiết bị y tế,33.0
"['dung', 'khí']",0.003524104877,"[OrderedStatistic(items_base=frozenset({'dung'}), items_add=frozenset({'khí'}), confidence=1.0, lift=87.58024691358025), OrderedStatistic(items_base=frozenset({'khí'}), items_add=frozenset({'dung'}), confidence=0.308641975308642, lift=87.58024691358025)]",Thiết bị y tế,33.0
"['kim', 'dài']",0.004933746828,"[OrderedStatistic(items_base=frozenset({'dài'}), items_add=frozenset({'kim'}), confidence=0.23809523809523805, lift=5.611453883879132)]",Thiết bị y tế,33.0
"['dịch', 'dây']",0.007893994925,"[OrderedStatistic(items_base=frozenset({'dây'}), items_add=frozenset({'dịch'}), confidence=0.2178988326848249, lift=14.181415771249062), OrderedStatistic(items_base=frozenset({'dịch'}), items_add=frozenset({'dây'}), confidence=0.5137614678899083, lift=14.181415771249062)]",Thiết bị y tế,33.0
"['oxy', 'dây']",0.004510854243,"[OrderedStatistic(items_base=frozenset({'oxy'}), items_add=frozenset({'dây'}), confidence=0.4848484848484848, lift=13.383327437802144)]",Thiết bị y tế,33.0
"['dây', 'thở']",0.005920496194,"[OrderedStatistic(items_base=frozenset({'thở'}), items_add=frozenset({'dây'}), confidence=0.358974358974359, lift=9.908809737603512)]",Thiết bị y tế,33.0
"['dây', 'truyền']",0.008457851706,"[OrderedStatistic(items_base=frozenset({'dây'}), items_add=frozenset({'truyền'}), confidence=0.23346303501945523, lift=22.082490272373537), OrderedStatistic(items_base=frozenset({'truyền'}), items_add=frozenset({'dây'}), confidence=0.7999999999999999, lift=22.082490272373537)]",Thiết bị y tế,33.0
"['dùng', 'nha_khoa']",0.004933746828,"[OrderedStatistic(items_base=frozenset({'nha_khoa'}), items_add=frozenset({'dùng'}), confidence=0.2845528455284552, lift=7.734168146279162)]",Thiết bị y tế,33.0
"['nẹp', 'dưới']",0.003524104877,"[OrderedStatistic(items_base=frozenset({'dưới'}), items_add=frozenset({'nẹp'}), confidence=0.641025641025641, lift=21.15086463923673)]",Thiết bị y tế,33.0
"['xương', 'dưới']",0.0033831406819999996,"[OrderedStatistic(items_base=frozenset({'dưới'}), items_add=frozenset({'xương'}), confidence=0.6153846153846153, lift=34.924307692307686)]",Thiết bị y tế,33.0
"['đầu', 'dưới']",0.003524104877,"[OrderedStatistic(items_base=frozenset({'dưới'}), items_add=frozenset({'đầu'}), confidence=0.641025641025641, lift=22.624059191223367)]",Thiết bị y tế,33.0
"['hút', 'dịch']",0.003101212292,"[OrderedStatistic(items_base=frozenset({'dịch'}), items_add=frozenset({'hút'}), confidence=0.2018348623853211, lift=12.13403825221583)]",Thiết bị y tế,33.0
"['dịch', 'truyền']",0.00775303073,"[OrderedStatistic(items_base=frozenset({'dịch'}), items_add=frozenset({'truyền'}), confidence=0.5045871559633027, lift=47.72721712538226), OrderedStatistic(items_base=frozenset({'truyền'}), items_add=frozenset({'dịch'}), confidence=0.7333333333333334, lift=47.72721712538227)]",Thiết bị y tế,33.0
"['khâu', 'dụng_cụ']",0.004087961658,"[OrderedStatistic(items_base=frozenset({'khâu'}), items_add=frozenset({'dụng_cụ'}), confidence=0.4461538461538462, lift=16.92521596051008)]",Thiết bị y tế,33.0
"['dụng_cụ', 'nối']",0.003524104877,"[OrderedStatistic(items_base=frozenset({'nối'}), items_add=frozenset({'dụng_cụ'}), confidence=0.24752475247524752, lift=9.390056652724095)]",Thiết bị y tế,33.0
"['size', 'găng_tay']",0.005779531999,"[OrderedStatistic(items_base=frozenset({'găng_tay'}), items_add=frozenset({'size'}), confidence=0.27702702702702703, lift=19.266958134605193), OrderedStatistic(items_base=frozenset({'size'}), items_add=frozenset({'găng_tay'}), confidence=0.4019607843137255, lift=19.266958134605193)]",Thiết bị y tế,33.0
"['tiệt', 'găng_tay']",0.005356639414,"[OrderedStatistic(items_base=frozenset({'găng_tay'}), items_add=frozenset({'tiệt'}), confidence=0.25675675675675674, lift=11.983108108108107), OrderedStatistic(items_base=frozenset({'tiệt'}), items_add=frozenset({'găng_tay'}), confidence=0.25, lift=11.983108108108109)]",Thiết bị y tế,33.0
"['trùng', 'găng_tay']",0.005356639414,"[OrderedStatistic(items_base=frozenset({'găng_tay'}), items_add=frozenset({'trùng'}), confidence=0.25675675675675674, lift=12.142882882882882), OrderedStatistic(items_base=frozenset({'trùng'}), items_add=frozenset({'găng_tay'}), confidence=0.25333333333333335, lift=12.142882882882883)]",Thiết bị y tế,33.0
"['y_tế', 'găng_tay']",0.011136171409999998,"[OrderedStatistic(items_base=frozenset({'găng_tay'}), items_add=frozenset({'y_tế'}), confidence=0.5337837837837838, lift=9.63527267725741), OrderedStatistic(items_base=frozenset({'y_tế'}), items_add=frozenset({'găng_tay'}), confidence=0.2010178117048346, lift=9.63527267725741)]",Thiết bị y tế,33.0
"['gạc', 'lớp']",0.004933746828,"[OrderedStatistic(items_base=frozenset({'gạc'}), items_add=frozenset({'lớp'}), confidence=0.25925925925925924, lift=10.509629629629629)]",Thiết bị y tế,33.0
"['lưỡi', 'gỗ']",0.003242176487,"[OrderedStatistic(items_base=frozenset({'gỗ'}), items_add=frozenset({'lưỡi'}), confidence=0.71875, lift=65.36939102564102), OrderedStatistic(items_base=frozenset({'lưỡi'}), items_add=frozenset({'gỗ'}), confidence=0.2948717948717948, lift=65.36939102564101)]",Thiết bị y tế,33.0
"['đè', 'gỗ']",0.003242176487,"[OrderedStatistic(items_base=frozenset({'gỗ'}), items_add=frozenset({'đè'}), confidence=0.71875, lift=169.96041666666667), OrderedStatistic(items_base=frozenset({'đè'}), items_add=frozenset({'gỗ'}), confidence=0.7666666666666667, lift=169.96041666666667)]",Thiết bị y tế,33.0
"['kính', 'hiển_vi']",0.003524104877,"[OrderedStatistic(items_base=frozenset({'hiển_vi'}), items_add=frozenset({'kính'}), confidence=1.0, lift=124.45614035087718), OrderedStatistic(items_base=frozenset({'kính'}), items_add=frozenset({'hiển_vi'}), confidence=0.43859649122807015, lift=124.45614035087718)]",Thiết bị y tế,33.0
"['hoạt_tính', 'khẩu_trang']",0.005638567804000001,"[OrderedStatistic(items_base=frozenset({'hoạt_tính'}), items_add=frozenset({'khẩu_trang'}), confidence=1.0, lift=16.27064220183486)]",Thiết bị y tế,33.0
"['than', 'hoạt_tính']",0.003524104877,"[OrderedStatistic(items_base=frozenset({'hoạt_tính'}), items_add=frozenset({'than'}), confidence=0.6250000000000001, lift=123.15972222222224), OrderedStatistic(items_base=frozenset({'than'}), items_add=frozenset({'hoạt_tính'}), confidence=0.6944444444444445, lift=123.15972222222224)]",Thiết bị y tế,33.0
"['huyết_áp', 'máy_đo']",0.004651818437999999,"[OrderedStatistic(items_base=frozenset({'huyết_áp'}), items_add=frozenset({'máy_đo'}), confidence=0.5409836065573771, lift=112.87463837994214), OrderedStatistic(items_base=frozenset({'máy_đo'}), items_add=frozenset({'huyết_áp'}), confidence=0.9705882352941176, lift=112.87463837994214)]",Thiết bị y tế,33.0
"['hàng', 'nha_khoa']",0.003665069072,"[OrderedStatistic(items_base=frozenset({'nha_khoa'}), items_add=frozenset({'hàng'}), confidence=0.2113821138211382, lift=8.018955697578365)]",Thiết bị y tế,33.0
"['hàng', 'răng']",0.005074711023,"[OrderedStatistic(items_base=frozenset({'răng'}), items_add=frozenset({'hàng'}), confidence=0.21301775147928992, lift=8.081004967882794)]",Thiết bị y tế,33.0
"['khớp', 'háng']",0.003665069072,"[OrderedStatistic(items_base=frozenset({'háng'}), items_add=frozenset({'khớp'}), confidence=1.0, lift=124.45614035087718), OrderedStatistic(items_base=frozenset({'khớp'}), items_add=frozenset({'háng'}), confidence=0.45614035087719296, lift=124.45614035087719)]",Thiết bị y tế,33.0
"['háng', 'xi_măng']",0.003242176487,"[OrderedStatistic(items_base=frozenset({'háng'}), items_add=frozenset({'xi_măng'}), confidence=0.8846153846153846, lift=190.16550116550115), OrderedStatistic(items_base=frozenset({'xi_măng'}), items_add=frozenset({'háng'}), confidence=0.6969696969696969, lift=190.16550116550115)]",Thiết bị y tế,33.0
"['hãng', 'thở']",0.004228925853,"[OrderedStatistic(items_base=frozenset({'thở'}), items_add=frozenset({'hãng'}), confidence=0.2564102564102564, lift=3.083007388092134)]",Thiết bị y tế,33.0
"['nhiệt_kế', 'hồng_ngoại']",0.004792782633,"[OrderedStatistic(items_base=frozenset({'hồng_ngoại'}), items_add=frozenset({'nhiệt_kế'}), confidence=0.8717948717948718, lift=34.94075039837752)]",Thiết bị y tế,33.0
"['khoan', 'mũi']",0.003946997463,"[OrderedStatistic(items_base=frozenset({'khoan'}), items_add=frozenset({'mũi'}), confidence=0.56, lift=40.12767676767677), OrderedStatistic(items_base=frozenset({'mũi'}), items_add=frozenset({'khoan'}), confidence=0.2828282828282828, lift=40.12767676767677)]",Thiết bị y tế,33.0
"['khoan', 'nha_khoa']",0.004087961658,"[OrderedStatistic(items_base=frozenset({'khoan'}), items_add=frozenset({'nha_khoa'}), confidence=0.5800000000000001, lift=33.45138211382114), OrderedStatistic(items_base=frozenset({'nha_khoa'}), items_add=frozenset({'khoan'}), confidence=0.23577235772357724, lift=33.45138211382114)]",Thiết bị y tế,33.0
"['khuẩn', 'kháng']",0.003946997463,"[OrderedStatistic(items_base=frozenset({'khuẩn'}), items_add=frozenset({'kháng'}), confidence=0.5957446808510639, lift=117.39479905437355), OrderedStatistic(items_base=frozenset({'kháng'}), items_add=frozenset({'khuẩn'}), confidence=0.7777777777777779, lift=117.39479905437355)]",Thiết bị y tế,33.0
"['khâu', 'nối']",0.003242176487,"[OrderedStatistic(items_base=frozenset({'khâu'}), items_add=frozenset({'nối'}), confidence=0.3538461538461538, lift=24.85331302361005), OrderedStatistic(items_base=frozenset({'nối'}), items_add=frozenset({'khâu'}), confidence=0.2277227722772277, lift=24.85331302361005)]",Thiết bị y tế,33.0
"['máy', 'khí']",0.0038060332679999997,"[OrderedStatistic(items_base=frozenset({'khí'}), items_add=frozenset({'máy'}), confidence=0.33333333333333337, lift=4.81602172437203)]",Thiết bị y tế,33.0
"['nội', 'khí_quản']",0.008880744291,"[OrderedStatistic(items_base=frozenset({'khí_quản'}), items_add=frozenset({'nội'}), confidence=0.8289473684210527, lift=73.50690789473686), OrderedStatistic(items_base=frozenset({'nội'}), items_add=frozenset({'khí_quản'}), confidence=0.7875000000000001, lift=73.50690789473686)]",Thiết bị y tế,33.0
"['khí_quản', 'số']",0.0038060332679999997,"[OrderedStatistic(items_base=frozenset({'khí_quản'}), items_add=frozenset({'số'}), confidence=0.35526315789473684, lift=8.96881438471624)]",Thiết bị y tế,33.0
"['đặt', 'khí_quản']",0.004651818437999999,"[OrderedStatistic(items_base=frozenset({'khí_quản'}), items_add=frozenset({'đặt'}), confidence=0.4342105263157895, lift=59.23633603238867), OrderedStatistic(items_base=frozenset({'đặt'}), items_add=frozenset({'khí_quản'}), confidence=0.6346153846153847, lift=59.23633603238867)]",Thiết bị y tế,33.0
"['ống', 'khí_quản']",0.0052156752179999995,"[OrderedStatistic(items_base=frozenset({'khí_quản'}), items_add=frozenset({'ống'}), confidence=0.48684210526315785, lift=12.118097876269621)]",Thiết bị y tế,33.0
"['khóa', 'titan']",0.0038060332679999997,"[OrderedStatistic(items_base=frozenset({'khóa'}), items_add=frozenset({'titan'}), confidence=0.21259842519685038, lift=36.784712886498944), OrderedStatistic(items_base=frozenset({'titan'}), items_add=frozenset({'khóa'}), confidence=0.6585365853658537, lift=36.784712886498944)]",Thiết bị y tế,33.0
"['khóa', 'vít']",0.004651818437999999,"[OrderedStatistic(items_base=frozenset({'khóa'}), items_add=frozenset({'vít'}), confidence=0.25984251968503935, lift=18.809416680057847), OrderedStatistic(items_base=frozenset({'vít'}), items_add=frozenset({'khóa'}), confidence=0.336734693877551, lift=18.809416680057847)]",Thiết bị y tế,33.0
"['xương', 'khóa']",0.006625317169,"[OrderedStatistic(items_base=frozenset({'khóa'}), items_add=frozenset({'xương'}), confidence=0.37007874015748027, lift=21.00270866141732), OrderedStatistic(items_base=frozenset({'xương'}), items_add=frozenset({'khóa'}), confidence=0.37599999999999995, lift=21.00270866141732)]",Thiết bị y tế,33.0
"['không', 'khớp']",0.0033831406819999996,"[OrderedStatistic(items_base=frozenset({'khớp'}), items_add=frozenset({'không'}), confidence=0.42105263157894735, lift=13.639029079548186)]",Thiết bị y tế,33.0
"['không', 'xi_măng']",0.003242176487,"[OrderedStatistic(items_base=frozenset({'xi_măng'}), items_add=frozenset({'không'}), confidence=0.6969696969696969, lift=22.57672616576726)]",Thiết bị y tế,33.0
"['lớp', 'khẩu_trang']",0.01691570341,"[OrderedStatistic(items_base=frozenset({'khẩu_trang'}), items_add=frozenset({'lớp'}), confidence=0.2752293577981651, lift=11.157011795543905), OrderedStatistic(items_base=frozenset({'lớp'}), items_add=frozenset({'khẩu_trang'}), confidence=0.6857142857142857, lift=11.157011795543905)]",Thiết bị y tế,33.0
"['mask', 'khẩu_trang']",0.0033831406819999996,"[OrderedStatistic(items_base=frozenset({'mask'}), items_add=frozenset({'khẩu_trang'}), confidence=0.380952380952381, lift=6.198339886413281)]",Thiết bị y tế,33.0
"['than', 'khẩu_trang']",0.004933746828,"[OrderedStatistic(items_base=frozenset({'than'}), items_add=frozenset({'khẩu_trang'}), confidence=0.9722222222222222, lift=15.81867991845056)]",Thiết bị y tế,33.0
"['xanh', 'khẩu_trang']",0.005638567804000001,"[OrderedStatistic(items_base=frozenset({'xanh'}), items_add=frozenset({'khẩu_trang'}), confidence=0.5405405405405405, lift=8.794941730721545)]",Thiết bị y tế,33.0
"['khẩu_trang', 'y_tế']",0.02029884409,"[OrderedStatistic(items_base=frozenset({'khẩu_trang'}), items_add=frozenset({'y_tế'}), confidence=0.33027522935779813, lift=5.961762028153231), OrderedStatistic(items_base=frozenset({'y_tế'}), items_add=frozenset({'khẩu_trang'}), confidence=0.36641221374045796, lift=5.961762028153231)]",Thiết bị y tế,33.0
"['khớp', 'xi_măng']",0.0033831406819999996,"[OrderedStatistic(items_base=frozenset({'khớp'}), items_add=frozenset({'xi_măng'}), confidence=0.42105263157894735, lift=90.51355661881976), OrderedStatistic(items_base=frozenset({'xi_măng'}), items_add=frozenset({'khớp'}), confidence=0.7272727272727273, lift=90.51355661881978)]",Thiết bị y tế,33.0
"['luồn', 'kim']",0.005779531999,"[OrderedStatistic(items_base=frozenset({'luồn'}), items_add=frozenset({'kim'}), confidence=0.9761904761904762, lift=23.006960923904444)]",Thiết bị y tế,33.0
"['tiêm', 'kim']",0.005074711023,"[OrderedStatistic(items_base=frozenset({'tiêm'}), items_add=frozenset({'kim'}), confidence=0.2706766917293233, lift=6.379337046936277)]",Thiết bị y tế,33.0
"['tròn', 'kim']",0.004369890048,"[OrderedStatistic(items_base=frozenset({'tròn'}), items_add=frozenset({'kim'}), confidence=0.5961538461538461, lift=14.050217224635828)]",Thiết bị y tế,33.0
"['tĩnh_mạch', 'kim']",0.004087961658,"[OrderedStatistic(items_base=frozenset({'tĩnh_mạch'}), items_add=frozenset({'kim'}), confidence=0.6041666666666667, lift=14.2390642303433)]",Thiết bị y tế,33.0
"['kohden', 'nihon']",0.0033831406819999996,"[OrderedStatistic(items_base=frozenset({'kohden'}), items_add=frozenset({'nihon'}), confidence=1.0, lift=283.76), OrderedStatistic(items_base=frozenset({'nihon'}), items_add=frozenset({'kohden'}), confidence=0.96, lift=283.76)]",Thiết bị y tế,33.0
"['model', 'kèm']",0.004933746828,"[OrderedStatistic(items_base=frozenset({'kèm'}), items_add=frozenset({'model'}), confidence=0.4605263157894736, lift=11.879904306220094)]",Thiết bị y tế,33.0
