items,support,ordered_statistics,label,label_encode
"['điện', 'bếp']",0.006014375825,"[OrderedStatistic(items_base=frozenset({'bếp'}), items_add=frozenset({'điện'}), confidence=0.2586750788643533, lift=4.213591428000709)]","Điện máy, thiết bị gia dụng",39
"['lưu_điện', 'bộ']",0.008288103271,"[OrderedStatistic(items_base=frozenset({'lưu_điện'}), items_add=frozenset({'bộ'}), confidence=0.9416666666666668, lift=22.367044134727063)]","Điện máy, thiết bị gia dụng",39
"['ups', 'bộ']",0.003153880006,"[OrderedStatistic(items_base=frozenset({'ups'}), items_add=frozenset({'bộ'}), confidence=0.728813559322034, lift=17.3112265989488)]","Điện máy, thiết bị gia dụng",39
"['bụi', 'hút']",0.003667302332,"[OrderedStatistic(items_base=frozenset({'bụi'}), items_add=frozenset({'hút'}), confidence=0.8620689655172413, lift=44.35263500325309)]","Điện máy, thiết bị gia dụng",39
"['máy', 'bụi']",0.003007187913,"[OrderedStatistic(items_base=frozenset({'bụi'}), items_add=frozenset({'máy'}), confidence=0.7068965517241379, lift=10.964536503079517)]","Điện máy, thiết bị gia dụng",39
"['led', 'chiếu']",0.003520610239,"[OrderedStatistic(items_base=frozenset({'chiếu'}), items_add=frozenset({'led'}), confidence=0.8, lift=7.627412587412588)]","Điện máy, thiết bị gia dụng",39
"['đèn', 'chiếu']",0.004034032566,"[OrderedStatistic(items_base=frozenset({'chiếu'}), items_add=frozenset({'đèn'}), confidence=0.9166666666666666, lift=5.384676145339652)]","Điện máy, thiết bị gia dụng",39
"['công_tắc', 'chiều']",0.008288103271,"[OrderedStatistic(items_base=frozenset({'chiều'}), items_add=frozenset({'công_tắc'}), confidence=0.4708333333333334, lift=9.118383049242425)]","Điện máy, thiết bị gia dụng",39
"['hòa', 'chiều']",0.004767493032,"[OrderedStatistic(items_base=frozenset({'chiều'}), items_add=frozenset({'hòa'}), confidence=0.2708333333333333, lift=14.093670483460558), OrderedStatistic(items_base=frozenset({'hòa'}), items_add=frozenset({'chiều'}), confidence=0.24809160305343508, lift=14.093670483460558)]","Điện máy, thiết bị gia dụng",39
"['điều', 'chiều']",0.004840839079,"[OrderedStatistic(items_base=frozenset({'chiều'}), items_add=frozenset({'điều'}), confidence=0.27499999999999997, lift=9.789425587467361)]","Điện máy, thiết bị gia dụng",39
"['chống', 'chảo']",0.003667302332,"[OrderedStatistic(items_base=frozenset({'chảo'}), items_add=frozenset({'chống'}), confidence=0.40983606557377045, lift=23.77746773630973), OrderedStatistic(items_base=frozenset({'chống'}), items_add=frozenset({'chảo'}), confidence=0.2127659574468085, lift=23.77746773630973)]","Điện máy, thiết bị gia dụng",39
"['dính', 'chảo']",0.003593956286,"[OrderedStatistic(items_base=frozenset({'chảo'}), items_add=frozenset({'dính'}), confidence=0.4016393442622951, lift=84.2453972257251), OrderedStatistic(items_base=frozenset({'dính'}), items_add=frozenset({'chảo'}), confidence=0.7538461538461539, lift=84.2453972257251)]","Điện máy, thiết bị gia dụng",39
"['chấu', 'đôi']",0.006307760012,"[OrderedStatistic(items_base=frozenset({'chấu'}), items_add=frozenset({'đôi'}), confidence=0.35390946502057613, lift=15.924757907889553), OrderedStatistic(items_base=frozenset({'đôi'}), items_add=frozenset({'chấu'}), confidence=0.2838283828382838, lift=15.924757907889553)]","Điện máy, thiết bị gia dụng",39
"['chấu', 'đơn']",0.003667302332,"[OrderedStatistic(items_base=frozenset({'chấu'}), items_add=frozenset({'đơn'}), confidence=0.20576131687242796, lift=11.787184009406232), OrderedStatistic(items_base=frozenset({'đơn'}), items_add=frozenset({'chấu'}), confidence=0.21008403361344538, lift=11.787184009406232)]","Điện máy, thiết bị gia dụng",39
"['chấu', 'ổ']",0.004327416752,"[OrderedStatistic(items_base=frozenset({'chấu'}), items_add=frozenset({'ổ'}), confidence=0.24279835390946503, lift=27.357956671087987), OrderedStatistic(items_base=frozenset({'ổ'}), items_add=frozenset({'chấu'}), confidence=0.487603305785124, lift=27.357956671087987)]","Điện máy, thiết bị gia dụng",39
"['chấu', 'ổ_cắm']",0.0119554056,"[OrderedStatistic(items_base=frozenset({'chấu'}), items_add=frozenset({'ổ_cắm'}), confidence=0.6707818930041152, lift=14.048295436586953), OrderedStatistic(items_base=frozenset({'ổ_cắm'}), items_add=frozenset({'chấu'}), confidence=0.250384024577573, lift=14.048295436586955)]","Điện máy, thiết bị gia dụng",39
"['cáp', 'cu']",0.006601144198,"[OrderedStatistic(items_base=frozenset({'cu'}), items_add=frozenset({'cáp'}), confidence=0.6040268456375839, lift=14.077439339184306)]","Điện máy, thiết bị gia dụng",39
"['pvc', 'cu']",0.009314947924,"[OrderedStatistic(items_base=frozenset({'cu'}), items_add=frozenset({'pvc'}), confidence=0.8523489932885906, lift=69.17217961009906), OrderedStatistic(items_base=frozenset({'pvc'}), items_add=frozenset({'cu'}), confidence=0.7559523809523809, lift=69.17217961009908)]","Điện máy, thiết bị gia dụng",39
"['xlpe', 'cu']",0.005060877219,"[OrderedStatistic(items_base=frozenset({'cu'}), items_add=frozenset({'xlpe'}), confidence=0.46308724832214765, lift=67.88958649058237), OrderedStatistic(items_base=frozenset({'xlpe'}), items_add=frozenset({'cu'}), confidence=0.7419354838709677, lift=67.88958649058237)]","Điện máy, thiết bị gia dụng",39
"['pvc', 'cáp']",0.007114566525,"[OrderedStatistic(items_base=frozenset({'pvc'}), items_add=frozenset({'cáp'}), confidence=0.5773809523809524, lift=13.456430606430608)]","Điện máy, thiết bị gia dụng",39
"['xlpe', 'cáp']",0.005574299545,"[OrderedStatistic(items_base=frozenset({'xlpe'}), items_add=frozenset({'cáp'}), confidence=0.8172043010752688, lift=19.045749471555922)]","Điện máy, thiết bị gia dụng",39
"['đồng', 'cáp']",0.005427607452,"[OrderedStatistic(items_base=frozenset({'đồng'}), items_add=frozenset({'cáp'}), confidence=0.5441176470588236, lift=12.681196581196582)]","Điện máy, thiết bị gia dụng",39
"['công_nghiệp', 'quạt']",0.003593956286,"[OrderedStatistic(items_base=frozenset({'công_nghiệp'}), items_add=frozenset({'quạt'}), confidence=0.33333333333333337, lift=6.539088729016788)]","Điện máy, thiết bị gia dụng",39
"['led', 'công_suất']",0.003887340472,"[OrderedStatistic(items_base=frozenset({'công_suất'}), items_add=frozenset({'led'}), confidence=0.3706293706293707, lift=3.533678908504084)]","Điện máy, thiết bị gia dụng",39
"['nồi', 'cơm_điện']",0.006894528385,"[OrderedStatistic(items_base=frozenset({'cơm_điện'}), items_add=frozenset({'nồi'}), confidence=1.0, lift=35.78477690288714), OrderedStatistic(items_base=frozenset({'nồi'}), items_add=frozenset({'cơm_điện'}), confidence=0.24671916010498687, lift=35.78477690288714)]","Điện máy, thiết bị gia dụng",39
"['tự_động', 'cầu_dao']",0.004254070706,"[OrderedStatistic(items_base=frozenset({'tự_động'}), items_add=frozenset({'cầu_dao'}), confidence=0.6987951807228916, lift=31.033789882657665)]","Điện máy, thiết bị gia dụng",39
"['điện', 'cầu_dao']",0.006234413965,"[OrderedStatistic(items_base=frozenset({'cầu_dao'}), items_add=frozenset({'điện'}), confidence=0.2768729641693811, lift=4.510019108106741)]","Điện máy, thiết bị gia dụng",39
"['cắm', 'phích']",0.01158867537,"[OrderedStatistic(items_base=frozenset({'cắm'}), items_add=frozenset({'phích'}), confidence=0.6666666666666666, lift=47.09499136442142), OrderedStatistic(items_base=frozenset({'phích'}), items_add=frozenset({'cắm'}), confidence=0.8186528497409327, lift=47.09499136442141)]","Điện máy, thiết bị gia dụng",39
"['downlight', 'led']",0.005500953499,"[OrderedStatistic(items_base=frozenset({'downlight'}), items_add=frozenset({'led'}), confidence=0.7575757575757577, lift=7.222928586564952)]","Điện máy, thiết bị gia dụng",39
"['downlight', 'đèn']",0.006747836292,"[OrderedStatistic(items_base=frozenset({'downlight'}), items_add=frozenset({'đèn'}), confidence=0.9292929292929293, lift=5.4588452382506665)]","Điện máy, thiết bị gia dụng",39
"['lạnh', 'dàn']",0.003593956286,"[OrderedStatistic(items_base=frozenset({'dàn'}), items_add=frozenset({'lạnh'}), confidence=0.4298245614035088, lift=28.174173414304995), OrderedStatistic(items_base=frozenset({'lạnh'}), items_add=frozenset({'dàn'}), confidence=0.2355769230769231, lift=28.174173414304995)]","Điện máy, thiết bị gia dụng",39
"['nóng', 'dàn']",0.003813994426,"[OrderedStatistic(items_base=frozenset({'dàn'}), items_add=frozenset({'nóng'}), confidence=0.456140350877193, lift=22.053253701629963)]","Điện máy, thiết bị gia dụng",39
"['điện', 'dây_cáp']",0.006967874432,"[OrderedStatistic(items_base=frozenset({'dây_cáp'}), items_add=frozenset({'điện'}), confidence=0.536723163841808, lift=8.742752229174682)]","Điện máy, thiết bị gia dụng",39
"['đèn', 'exit']",0.004254070706,"[OrderedStatistic(items_base=frozenset({'exit'}), items_add=frozenset({'đèn'}), confidence=0.9354838709677419, lift=5.495212019290905)]","Điện máy, thiết bị gia dụng",39
"['inverter', 'hòa']",0.003813994426,"[OrderedStatistic(items_base=frozenset({'inverter'}), items_add=frozenset({'hòa'}), confidence=0.6419753086419753, lift=33.407218923758364)]","Điện máy, thiết bị gia dụng",39
"['máy', 'hòa']",0.004327416752,"[OrderedStatistic(items_base=frozenset({'hòa'}), items_add=frozenset({'máy'}), confidence=0.22519083969465647, lift=3.49289181842656)]","Điện máy, thiết bị gia dụng",39
"['hòa', 'điều']",0.01877658794,"[OrderedStatistic(items_base=frozenset({'hòa'}), items_add=frozenset({'điều'}), confidence=0.9770992366412212, lift=34.782691886074176), OrderedStatistic(items_base=frozenset({'điều'}), items_add=frozenset({'hòa'}), confidence=0.6684073107049607, lift=34.782691886074176)]","Điện máy, thiết bị gia dụng",39
"['máy', 'hút']",0.008214757225,"[OrderedStatistic(items_base=frozenset({'hút'}), items_add=frozenset({'máy'}), confidence=0.4226415094339622, lift=6.555511194109943)]","Điện máy, thiết bị gia dụng",39
"['mùi', 'hút']",0.003447264192,"[OrderedStatistic(items_base=frozenset({'mùi'}), items_add=frozenset({'hút'}), confidence=0.8867924528301887, lift=45.624635101459596)]","Điện máy, thiết bị gia dụng",39
"['quạt', 'hút']",0.009241601878,"[OrderedStatistic(items_base=frozenset({'hút'}), items_add=frozenset({'quạt'}), confidence=0.4754716981132076, lift=9.327454866295644)]","Điện máy, thiết bị gia dụng",39
"['inox', 'nồi']",0.004180724659,"[OrderedStatistic(items_base=frozenset({'inox'}), items_add=frozenset({'nồi'}), confidence=0.4672131147540983, lift=16.719117077578414)]","Điện máy, thiết bị gia dụng",39
"['inverter', 'điều']",0.003740648379,"[OrderedStatistic(items_base=frozenset({'inverter'}), items_add=frozenset({'điều'}), confidence=0.6296296296296297, lift=22.413499661541437)]","Điện máy, thiết bị gia dụng",39
"['máy', 'không_khí']",0.006014375825,"[OrderedStatistic(items_base=frozenset({'không_khí'}), items_add=frozenset({'máy'}), confidence=0.8200000000000001, lift=12.71886234357224)]","Điện máy, thiết bị gia dụng",39
"['rờ', 'le']",0.005280915359,"[OrderedStatistic(items_base=frozenset({'le'}), items_add=frozenset({'rờ'}), confidence=0.9473684210526316, lift=150.19094247246022), OrderedStatistic(items_base=frozenset({'rờ'}), items_add=frozenset({'le'}), confidence=0.8372093023255813, lift=150.19094247246022)]","Điện máy, thiết bị gia dụng",39
"['led', 'máng']",0.003593956286,"[OrderedStatistic(items_base=frozenset({'máng'}), items_add=frozenset({'led'}), confidence=0.3888888888888889, lift=3.707770007770008)]","Điện máy, thiết bị gia dụng",39
"['led', 'panel']",0.004767493032,"[OrderedStatistic(items_base=frozenset({'panel'}), items_add=frozenset({'led'}), confidence=0.8666666666666666, lift=8.263030303030302)]","Điện máy, thiết bị gia dụng",39
"['led', 'trần']",0.01034179258,"[OrderedStatistic(items_base=frozenset({'trần'}), items_add=frozenset({'led'}), confidence=0.39830508474576265, lift=3.7975465212753345)]","Điện máy, thiết bị gia dụng",39
"['led', 'trắng']",0.007848026991,"[OrderedStatistic(items_base=frozenset({'trắng'}), items_add=frozenset({'led'}), confidence=0.4592274678111588, lift=4.378396710585552)]","Điện máy, thiết bị gia dụng",39
"['led', 'tube']",0.005280915359,"[OrderedStatistic(items_base=frozenset({'tube'}), items_add=frozenset({'led'}), confidence=0.96, lift=9.152895104895105)]","Điện máy, thiết bị gia dụng",39
"['led', 'ánh_sáng']",0.004840839079,"[OrderedStatistic(items_base=frozenset({'ánh_sáng'}), items_add=frozenset({'led'}), confidence=0.7674418604651162, lift=7.316994633273703)]","Điện máy, thiết bị gia dụng",39
"['led', 'đèn']",0.07884700015,"[OrderedStatistic(items_base=frozenset({'led'}), items_add=frozenset({'đèn'}), confidence=0.7517482517482518, lift=4.415913685625017), OrderedStatistic(items_base=frozenset({'đèn'}), items_add=frozenset({'led'}), confidence=0.46316242998707446, lift=4.415913685625016)]","Điện máy, thiết bị gia dụng",39
"['led', 'đèn_pha']",0.003227226053,"[OrderedStatistic(items_base=frozenset({'đèn_pha'}), items_add=frozenset({'led'}), confidence=0.4444444444444444, lift=4.237451437451438)]","Điện máy, thiết bị gia dụng",39
"['led', 'ốp']",0.004987531172,"[OrderedStatistic(items_base=frozenset({'ốp'}), items_add=frozenset({'led'}), confidence=0.5573770491803278, lift=5.3141809010661465)]","Điện máy, thiết bị gia dụng",39
"['lioa', 'ổ_cắm']",0.003007187913,"[OrderedStatistic(items_base=frozenset({'lioa'}), items_add=frozenset({'ổ_cắm'}), confidence=0.5466666666666666, lift=11.448929851510496)]","Điện máy, thiết bị gia dụng",39
"['làm', 'mát']",0.006601144198,"[OrderedStatistic(items_base=frozenset({'làm'}), items_add=frozenset({'mát'}), confidence=0.6818181818181819, lift=59.58916083916085), OrderedStatistic(items_base=frozenset({'mát'}), items_add=frozenset({'làm'}), confidence=0.576923076923077, lift=59.58916083916085)]","Điện máy, thiết bị gia dụng",39
"['lò', 'nướng']",0.004914185125,"[OrderedStatistic(items_base=frozenset({'lò'}), items_add=frozenset({'nướng'}), confidence=0.536, lift=80.30575824175826), OrderedStatistic(items_base=frozenset({'nướng'}), items_add=frozenset({'lò'}), confidence=0.7362637362637362, lift=80.30575824175824)]","Điện máy, thiết bị gia dụng",39
"['vi_sóng', 'lò']",0.003447264192,"[OrderedStatistic(items_base=frozenset({'lò'}), items_add=frozenset({'vi_sóng'}), confidence=0.376, lift=104.62008163265305), OrderedStatistic(items_base=frozenset({'vi_sóng'}), items_add=frozenset({'lò'}), confidence=0.9591836734693877, lift=104.62008163265305)]","Điện máy, thiết bị gia dụng",39
"['ups', 'lưu_điện']",0.003153880006,"[OrderedStatistic(items_base=frozenset({'lưu_điện'}), items_add=frozenset({'ups'}), confidence=0.35833333333333334, lift=82.80536723163841), OrderedStatistic(items_base=frozenset({'ups'}), items_add=frozenset({'lưu_điện'}), confidence=0.728813559322034, lift=82.80536723163843)]","Điện máy, thiết bị gia dụng",39
"['lạnh', 'máy']",0.005060877219,"[OrderedStatistic(items_base=frozenset({'lạnh'}), items_add=frozenset({'máy'}), confidence=0.3317307692307692, lift=5.145412181674979)]","Điện máy, thiết bị gia dụng",39
"['lạnh', 'nóng']",0.008361449318,"[OrderedStatistic(items_base=frozenset({'lạnh'}), items_add=frozenset({'nóng'}), confidence=0.548076923076923, lift=26.498158756137478), OrderedStatistic(items_base=frozenset({'nóng'}), items_add=frozenset({'lạnh'}), confidence=0.4042553191489362, lift=26.49815875613748)]","Điện máy, thiết bị gia dụng",39
"['máy', 'lọc']",0.01188205956,"[OrderedStatistic(items_base=frozenset({'lọc'}), items_add=frozenset({'máy'}), confidence=0.7330316742081447, lift=11.369913363087422)]","Điện máy, thiết bị gia dụng",39
"['ro', 'lọc']",0.003373918146,"[OrderedStatistic(items_base=frozenset({'lọc'}), items_add=frozenset({'ro'}), confidence=0.2081447963800905, lift=55.64404223227753), OrderedStatistic(items_base=frozenset({'ro'}), items_add=frozenset({'lọc'}), confidence=0.9019607843137255, lift=55.64404223227753)]","Điện máy, thiết bị gia dụng",39
"['lỗ', 'ổ_cắm']",0.003593956286,"[OrderedStatistic(items_base=frozenset({'lỗ'}), items_add=frozenset({'ổ_cắm'}), confidence=0.5833333333333334, lift=12.216845878136201)]","Điện máy, thiết bị gia dụng",39
"['máy', 'mát']",0.004767493032,"[OrderedStatistic(items_base=frozenset({'mát'}), items_add=frozenset({'máy'}), confidence=0.41666666666666663, lift=6.462836556693211)]","Điện máy, thiết bị gia dụng",39
"['mùi', 'máy']",0.003080533959,"[OrderedStatistic(items_base=frozenset({'mùi'}), items_add=frozenset({'máy'}), confidence=0.7924528301886793, lift=12.291583488956146)]","Điện máy, thiết bị gia dụng",39
"['máy', 'nóng']",0.008801525598,"[OrderedStatistic(items_base=frozenset({'nóng'}), items_add=frozenset({'máy'}), confidence=0.4255319148936171, lift=6.600343717473919)]","Điện máy, thiết bị gia dụng",39
"['máy', 'nước']",0.01510928561,"[OrderedStatistic(items_base=frozenset({'máy'}), items_add=frozenset({'nước'}), confidence=0.23435722411831625, lift=7.831437239287069), OrderedStatistic(items_base=frozenset({'nước'}), items_add=frozenset({'máy'}), confidence=0.5049019607843137, lift=7.831437239287068)]","Điện máy, thiết bị gia dụng",39
"['máy', 'đhkk']",0.003227226053,"[OrderedStatistic(items_base=frozenset({'đhkk'}), items_add=frozenset({'máy'}), confidence=0.8, lift=12.408646188850966)]","Điện máy, thiết bị gia dụng",39
"['sinh_tố', 'máy_xay']",0.003960686519,"[OrderedStatistic(items_base=frozenset({'máy_xay'}), items_add=frozenset({'sinh_tố'}), confidence=0.4778761061946902, lift=106.80922675177715), OrderedStatistic(items_base=frozenset({'sinh_tố'}), items_add=frozenset({'máy_xay'}), confidence=0.8852459016393441, lift=106.80922675177715)]","Điện máy, thiết bị gia dụng",39
"['ro', 'nước']",0.003153880006,"[OrderedStatistic(items_base=frozenset({'ro'}), items_add=frozenset({'nước'}), confidence=0.8431372549019609, lift=28.174836601307195)]","Điện máy, thiết bị gia dụng",39
"['đế', 'nổi']",0.003960686519,"[OrderedStatistic(items_base=frozenset({'nổi'}), items_add=frozenset({'đế'}), confidence=0.38848920863309344, lift=25.342879763175098), OrderedStatistic(items_base=frozenset({'đế'}), items_add=frozenset({'nổi'}), confidence=0.25837320574162675, lift=25.342879763175098)]","Điện máy, thiết bị gia dụng",39
"['panel', 'đèn']",0.005060877219,"[OrderedStatistic(items_base=frozenset({'panel'}), items_add=frozenset({'đèn'}), confidence=0.9199999999999999, lift=5.404256785868159)]","Điện máy, thiết bị gia dụng",39
"['pvc', 'xlpe']",0.005647645592,"[OrderedStatistic(items_base=frozenset({'pvc'}), items_add=frozenset({'xlpe'}), confidence=0.4583333333333333, lift=67.1926523297491), OrderedStatistic(items_base=frozenset({'xlpe'}), items_add=frozenset({'pvc'}), confidence=0.8279569892473118, lift=67.1926523297491)]","Điện máy, thiết bị gia dụng",39
"['senko', 'quạt']",0.003300572099,"[OrderedStatistic(items_base=frozenset({'senko'}), items_add=frozenset({'quạt'}), confidence=0.8181818181818182, lift=16.05049051667757)]","Điện máy, thiết bị gia dụng",39
"['thông_gió', 'quạt']",0.003447264192,"[OrderedStatistic(items_base=frozenset({'thông_gió'}), items_add=frozenset({'quạt'}), confidence=1.0, lift=19.61726618705036)]","Điện máy, thiết bị gia dụng",39
"['treo', 'quạt']",0.003520610239,"[OrderedStatistic(items_base=frozenset({'treo'}), items_add=frozenset({'quạt'}), confidence=0.24615384615384617, lift=4.828865522966243)]","Điện máy, thiết bị gia dụng",39
"['quạt', 'treo_tường']",0.003007187913,"[OrderedStatistic(items_base=frozenset({'treo_tường'}), items_add=frozenset({'quạt'}), confidence=1.0, lift=19.61726618705036)]","Điện máy, thiết bị gia dụng",39
"['đứng', 'quạt']",0.005574299545,"[OrderedStatistic(items_base=frozenset({'đứng'}), items_add=frozenset({'quạt'}), confidence=0.7676767676767676, lift=15.059719497129569)]","Điện máy, thiết bị gia dụng",39
"['samsung', 'tivi']",0.003227226053,"[OrderedStatistic(items_base=frozenset({'samsung'}), items_add=frozenset({'tivi'}), confidence=0.5499999999999999, lift=30.606938775510205)]","Điện máy, thiết bị gia dụng",39
"['siêu_tốc', 'ấm']",0.003447264192,"[OrderedStatistic(items_base=frozenset({'siêu_tốc'}), items_add=frozenset({'ấm'}), confidence=0.7230769230769232, lift=115.98153846153848), OrderedStatistic(items_base=frozenset({'ấm'}), items_add=frozenset({'siêu_tốc'}), confidence=0.5529411764705883, lift=115.98153846153848)]","Điện máy, thiết bị gia dụng",39
"['sàn', 'âm']",0.003007187913,"[OrderedStatistic(items_base=frozenset({'sàn'}), items_add=frozenset({'âm'}), confidence=0.7454545454545455, lift=29.374356279558594)]","Điện máy, thiết bị gia dụng",39
"['treo', 'tường']",0.005941029778,"[OrderedStatistic(items_base=frozenset({'treo'}), items_add=frozenset({'tường'}), confidence=0.4153846153846154, lift=29.96483516483517), OrderedStatistic(items_base=frozenset({'tường'}), items_add=frozenset({'treo'}), confidence=0.4285714285714286, lift=29.96483516483517)]","Điện máy, thiết bị gia dụng",39
"['trần', 'âm']",0.01034179258,"[OrderedStatistic(items_base=frozenset({'trần'}), items_add=frozenset({'âm'}), confidence=0.39830508474576265, lift=15.695062212207306), OrderedStatistic(items_base=frozenset({'âm'}), items_add=frozenset({'trần'}), confidence=0.407514450867052, lift=15.695062212207308)]","Điện máy, thiết bị gia dụng",39
"['đèn', 'trần']",0.01606278422,"[OrderedStatistic(items_base=frozenset({'trần'}), items_add=frozenset({'đèn'}), confidence=0.6186440677966102, lift=3.6340341319857745)]","Điện máy, thiết bị gia dụng",39
"['đèn', 'tube']",0.003593956286,"[OrderedStatistic(items_base=frozenset({'tube'}), items_add=frozenset({'đèn'}), confidence=0.6533333333333333, lift=3.837805543587534)]","Điện máy, thiết bị gia dụng",39
"['điện', 'tủ']",0.003447264192,"[OrderedStatistic(items_base=frozenset({'tủ'}), items_add=frozenset({'điện'}), confidence=0.23500000000000001, lift=3.82794504181601)]","Điện máy, thiết bị gia dụng",39
"['điện', 'từ']",0.003960686519,"[OrderedStatistic(items_base=frozenset({'từ'}), items_add=frozenset({'điện'}), confidence=0.25837320574162675, lift=4.208674178113906)]","Điện máy, thiết bị gia dụng",39
"['đèn', 'ánh_sáng']",0.004327416752,"[OrderedStatistic(items_base=frozenset({'ánh_sáng'}), items_add=frozenset({'đèn'}), confidence=0.686046511627907, lift=4.0299690390068434)]","Điện máy, thiết bị gia dụng",39
"['đế', 'âm']",0.004107378612,"[OrderedStatistic(items_base=frozenset({'đế'}), items_add=frozenset({'âm'}), confidence=0.26794258373205737, lift=10.558176839892688)]","Điện máy, thiết bị gia dụng",39
"['ổ_cắm', 'đa_năng']",0.003080533959,"[OrderedStatistic(items_base=frozenset({'đa_năng'}), items_add=frozenset({'ổ_cắm'}), confidence=0.48275862068965514, lift=10.110493140526511)]","Điện máy, thiết bị gia dụng",39
"['ấm', 'đun']",0.003007187913,"[OrderedStatistic(items_base=frozenset({'đun'}), items_add=frozenset({'ấm'}), confidence=0.5125000000000001, lift=82.20500000000001), OrderedStatistic(items_base=frozenset({'ấm'}), items_add=frozenset({'đun'}), confidence=0.4823529411764706, lift=82.205)]","Điện máy, thiết bị gia dụng",39
"['ốp', 'đèn']",0.007261258618,"[OrderedStatistic(items_base=frozenset({'ốp'}), items_add=frozenset({'đèn'}), confidence=0.8114754098360655, lift=4.766762489317069)]","Điện máy, thiết bị gia dụng",39
"['đôi', 'ổ_cắm']",0.007774680945,"[OrderedStatistic(items_base=frozenset({'đôi'}), items_add=frozenset({'ổ_cắm'}), confidence=0.34983498349834985, lift=7.326651559165134)]","Điện máy, thiết bị gia dụng",39
"['ổ_cắm', 'đơn']",0.005060877219,"[OrderedStatistic(items_base=frozenset({'đơn'}), items_add=frozenset({'ổ_cắm'}), confidence=0.28991596638655465, lift=6.071757735352206)]","Điện máy, thiết bị gia dụng",39
"['bàn_chải', 'nano']",0.003385526873,"[OrderedStatistic(items_base=frozenset({'nano'}), items_add=frozenset({'bàn_chải'}), confidence=0.6666666666666666, lift=10.296296296296296)]",Đồ dùng gia đình,40
"['bàn_chải', 'navi']",0.004231908591,"[OrderedStatistic(items_base=frozenset({'navi'}), items_add=frozenset({'bàn_chải'}), confidence=0.9090909090909091, lift=14.04040404040404)]",Đồ dùng gia đình,40
"['bàn_chải', 'răng']",0.02242911553,"[OrderedStatistic(items_base=frozenset({'bàn_chải'}), items_add=frozenset({'răng'}), confidence=0.3464052287581699, lift=14.11302681992337), OrderedStatistic(items_base=frozenset({'răng'}), items_add=frozenset({'bàn_chải'}), confidence=0.9137931034482758, lift=14.113026819923371)]",Đồ dùng gia đình,40
"['bàn_chải', 'silver']",0.003808717732,"[OrderedStatistic(items_base=frozenset({'silver'}), items_add=frozenset({'bàn_chải'}), confidence=0.8999999999999999, lift=13.899999999999999)]",Đồ dùng gia đình,40
"['bàn_chải', 'soft']",0.004231908591,"[OrderedStatistic(items_base=frozenset({'soft'}), items_add=frozenset({'bàn_chải'}), confidence=0.625, lift=9.652777777777779)]",Đồ dùng gia đình,40
"['bàn_chải', 'trẻ_em']",0.007617435463,"[OrderedStatistic(items_base=frozenset({'trẻ_em'}), items_add=frozenset({'bàn_chải'}), confidence=0.5625, lift=8.6875)]",Đồ dùng gia đình,40
