items,support,ordered_statistics,label,label_encode
"['ô_tô_con', 'accent']",0.01600441501,"[OrderedStatistic(items_base=frozenset({'accent'}), items_add=frozenset({'ô_tô_con'}), confidence=0.8529411764705882, lift=6.548853439680957)]","Ô tô, xe máy",38
"['air', 'blade']",0.027041942599999997,"[OrderedStatistic(items_base=frozenset({'air'}), items_add=frozenset({'blade'}), confidence=0.98, lift=23.365263157894738), OrderedStatistic(items_base=frozenset({'blade'}), items_add=frozenset({'air'}), confidence=0.6447368421052632, lift=23.365263157894738)]","Ô tô, xe máy",38
"['air', 'bạc']",0.008278145695,"[OrderedStatistic(items_base=frozenset({'air'}), items_add=frozenset({'bạc'}), confidence=0.30000000000000004, lift=4.987155963302753)]","Ô tô, xe máy",38
"['air', 'honda']",0.02538631347,"[OrderedStatistic(items_base=frozenset({'air'}), items_add=frozenset({'honda'}), confidence=0.92, lift=4.0959213759213755)]","Ô tô, xe máy",38
"['air', 'xám']",0.007174392936,"[OrderedStatistic(items_base=frozenset({'air'}), items_add=frozenset({'xám'}), confidence=0.26, lift=5.963544303797469)]","Ô tô, xe máy",38
"['air', 'đen']",0.01379690949,"[OrderedStatistic(items_base=frozenset({'air'}), items_add=frozenset({'đen'}), confidence=0.5, lift=3.380597014925373)]","Ô tô, xe máy",38
"['honda', 'airblade']",0.004415011038,"[OrderedStatistic(items_base=frozenset({'airblade'}), items_add=frozenset({'honda'}), confidence=0.7999999999999999, lift=3.561670761670761)]","Ô tô, xe máy",38
"['bạc', 'alpha']",0.004966887417,"[OrderedStatistic(items_base=frozenset({'alpha'}), items_add=frozenset({'bạc'}), confidence=0.6, lift=9.974311926605504)]","Ô tô, xe máy",38
"['honda', 'alpha']",0.0066225165560000005,"[OrderedStatistic(items_base=frozenset({'alpha'}), items_add=frozenset({'honda'}), confidence=0.7999999999999999, lift=3.561670761670761)]","Ô tô, xe máy",38
"['wave', 'alpha']",0.007174392936,"[OrderedStatistic(items_base=frozenset({'alpha'}), items_add=frozenset({'wave'}), confidence=0.8666666666666666, lift=26.17333333333333), OrderedStatistic(items_base=frozenset({'wave'}), items_add=frozenset({'alpha'}), confidence=0.21666666666666665, lift=26.17333333333333)]","Ô tô, xe máy",38
"['bao_tay_lái', 'chỗ']",0.005518763797,"[OrderedStatistic(items_base=frozenset({'bao_tay_lái'}), items_add=frozenset({'chỗ'}), confidence=1.0, lift=5.883116883116883)]","Ô tô, xe máy",38
"['bao_tay_lái', 'film']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'bao_tay_lái'}), items_add=frozenset({'film'}), confidence=0.7, lift=181.2), OrderedStatistic(items_base=frozenset({'film'}), items_add=frozenset({'bao_tay_lái'}), confidence=1.0, lift=181.2)]","Ô tô, xe máy",38
"['hiệu', 'bao_tay_lái']",0.004966887417,"[OrderedStatistic(items_base=frozenset({'bao_tay_lái'}), items_add=frozenset({'hiệu'}), confidence=0.9, lift=4.542618384401114)]","Ô tô, xe máy",38
"['bao_tay_lái', 'hyundai']",0.005518763797,"[OrderedStatistic(items_base=frozenset({'bao_tay_lái'}), items_add=frozenset({'hyundai'}), confidence=1.0, lift=8.97029702970297)]","Ô tô, xe máy",38
"['bao_tay_lái', 'khuyến_mãi']",0.005518763797,"[OrderedStatistic(items_base=frozenset({'bao_tay_lái'}), items_add=frozenset({'khuyến_mãi'}), confidence=1.0, lift=164.72727272727272), OrderedStatistic(items_base=frozenset({'khuyến_mãi'}), items_add=frozenset({'bao_tay_lái'}), confidence=0.9090909090909092, lift=164.72727272727272)]","Ô tô, xe máy",38
"['khăn', 'bao_tay_lái']",0.005518763797,"[OrderedStatistic(items_base=frozenset({'bao_tay_lái'}), items_add=frozenset({'khăn'}), confidence=1.0, lift=181.2), OrderedStatistic(items_base=frozenset({'khăn'}), items_add=frozenset({'bao_tay_lái'}), confidence=1.0, lift=181.2)]","Ô tô, xe máy",38
"['lau', 'bao_tay_lái']",0.005518763797,"[OrderedStatistic(items_base=frozenset({'bao_tay_lái'}), items_add=frozenset({'lau'}), confidence=1.0, lift=164.72727272727272), OrderedStatistic(items_base=frozenset({'lau'}), items_add=frozenset({'bao_tay_lái'}), confidence=0.9090909090909092, lift=164.72727272727272)]","Ô tô, xe máy",38
"['bao_tay_lái', 'lót']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'bao_tay_lái'}), items_add=frozenset({'lót'}), confidence=0.7, lift=181.2), OrderedStatistic(items_base=frozenset({'lót'}), items_add=frozenset({'bao_tay_lái'}), confidence=1.0, lift=181.2)]","Ô tô, xe máy",38
"['bao_tay_lái', 'mới']",0.004966887417,"[OrderedStatistic(items_base=frozenset({'bao_tay_lái'}), items_add=frozenset({'mới'}), confidence=0.9, lift=3.355555555555556)]","Ô tô, xe máy",38
"['bao_tay_lái', 'ngồi']",0.004966887417,"[OrderedStatistic(items_base=frozenset({'bao_tay_lái'}), items_add=frozenset({'ngồi'}), confidence=0.9, lift=7.152631578947369)]","Ô tô, xe máy",38
"['nước_hoa', 'bao_tay_lái']",0.004415011038,"[OrderedStatistic(items_base=frozenset({'bao_tay_lái'}), items_add=frozenset({'nước_hoa'}), confidence=0.7999999999999999, lift=181.2), OrderedStatistic(items_base=frozenset({'nước_hoa'}), items_add=frozenset({'bao_tay_lái'}), confidence=1.0, lift=181.2)]","Ô tô, xe máy",38
"['bao_tay_lái', 'sàn']",0.005518763797,"[OrderedStatistic(items_base=frozenset({'bao_tay_lái'}), items_add=frozenset({'sàn'}), confidence=1.0, lift=64.71428571428571), OrderedStatistic(items_base=frozenset({'sàn'}), items_add=frozenset({'bao_tay_lái'}), confidence=0.35714285714285715, lift=64.71428571428571)]","Ô tô, xe máy",38
"['tappy', 'bao_tay_lái']",0.004415011038,"[OrderedStatistic(items_base=frozenset({'bao_tay_lái'}), items_add=frozenset({'tappy'}), confidence=0.7999999999999999, lift=181.2), OrderedStatistic(items_base=frozenset({'tappy'}), items_add=frozenset({'bao_tay_lái'}), confidence=1.0, lift=181.2)]","Ô tô, xe máy",38
"['trùm', 'bao_tay_lái']",0.005518763797,"[OrderedStatistic(items_base=frozenset({'bao_tay_lái'}), items_add=frozenset({'trùm'}), confidence=1.0, lift=86.28571428571428), OrderedStatistic(items_base=frozenset({'trùm'}), items_add=frozenset({'bao_tay_lái'}), confidence=0.4761904761904762, lift=86.28571428571428)]","Ô tô, xe máy",38
"['bao_tay_lái', 'áo']",0.005518763797,"[OrderedStatistic(items_base=frozenset({'bao_tay_lái'}), items_add=frozenset({'áo'}), confidence=1.0, lift=86.28571428571428), OrderedStatistic(items_base=frozenset({'áo'}), items_add=frozenset({'bao_tay_lái'}), confidence=0.4761904761904762, lift=86.28571428571428)]","Ô tô, xe máy",38
"['ô_tô_con', 'bao_tay_lái']",0.004966887417,"[OrderedStatistic(items_base=frozenset({'bao_tay_lái'}), items_add=frozenset({'ô_tô_con'}), confidence=0.9, lift=6.910169491525424)]","Ô tô, xe máy",38
"['base', 'hyundai']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'base'}), items_add=frozenset({'hyundai'}), confidence=1.0, lift=8.97029702970297)]","Ô tô, xe máy",38
"['biển', 'benz']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'benz'}), items_add=frozenset({'biển'}), confidence=0.7, lift=7.374418604651162)]","Ô tô, xe máy",38
"['khung', 'benz']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'benz'}), items_add=frozenset({'khung'}), confidence=0.7, lift=3.1241379310344826)]","Ô tô, xe máy",38
"['benz', 'mercedes']",0.005518763797,"[OrderedStatistic(items_base=frozenset({'benz'}), items_add=frozenset({'mercedes'}), confidence=1.0, lift=151.0), OrderedStatistic(items_base=frozenset({'mercedes'}), items_add=frozenset({'benz'}), confidence=0.8333333333333334, lift=151.0)]","Ô tô, xe máy",38
"['máy', 'benz']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'benz'}), items_add=frozenset({'máy'}), confidence=0.7, lift=3.4942148760330576)]","Ô tô, xe máy",38
"['dung_tích', 'biển']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'dung_tích'}), items_add=frozenset({'biển'}), confidence=0.3333333333333333, lift=3.511627906976744)]","Ô tô, xe máy",38
"['ford', 'biển']",0.008830022075000001,"[OrderedStatistic(items_base=frozenset({'ford'}), items_add=frozenset({'biển'}), confidence=0.64, lift=6.742325581395349)]","Ô tô, xe máy",38
"['biển', 'fortuner']",0.004966887417,"[OrderedStatistic(items_base=frozenset({'fortuner'}), items_add=frozenset({'biển'}), confidence=0.6, lift=6.32093023255814)]","Ô tô, xe máy",38
"['kiểm_soát', 'biển']",0.01490066225,"[OrderedStatistic(items_base=frozenset({'kiểm_soát'}), items_add=frozenset({'biển'}), confidence=1.0, lift=10.534883720930234)]","Ô tô, xe máy",38
"['biển', 'mercedes']",0.004415011038,"[OrderedStatistic(items_base=frozenset({'mercedes'}), items_add=frozenset({'biển'}), confidence=0.6666666666666666, lift=7.023255813953488)]","Ô tô, xe máy",38
"['biển', 'mooc']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'mooc'}), items_add=frozenset({'biển'}), confidence=0.5384615384615384, lift=5.67262969588551)]","Ô tô, xe máy",38
"['nhãn_hiệu', 'biển']",0.046357615889999995,"[OrderedStatistic(items_base=frozenset({'biển'}), items_add=frozenset({'nhãn_hiệu'}), confidence=0.48837209302325585, lift=3.568267066766692), OrderedStatistic(items_base=frozenset({'nhãn_hiệu'}), items_add=frozenset({'biển'}), confidence=0.3387096774193548, lift=3.5682670667666914)]","Ô tô, xe máy",38
"['biển', 'sản_xuất']",0.030905077260000004,"[OrderedStatistic(items_base=frozenset({'biển'}), items_add=frozenset({'sản_xuất'}), confidence=0.32558139534883723, lift=3.241502683363149), OrderedStatistic(items_base=frozenset({'sản_xuất'}), items_add=frozenset({'biển'}), confidence=0.3076923076923077, lift=3.241502683363149)]","Ô tô, xe máy",38
"['sử_dụng', 'biển']",0.04304635762,"[OrderedStatistic(items_base=frozenset({'biển'}), items_add=frozenset({'sử_dụng'}), confidence=0.45348837209302323, lift=5.47813953488372), OrderedStatistic(items_base=frozenset({'sử_dụng'}), items_add=frozenset({'biển'}), confidence=0.5199999999999999, lift=5.47813953488372)]","Ô tô, xe máy",38
"['biển', 'thaco']",0.0066225165560000005,"[OrderedStatistic(items_base=frozenset({'thaco'}), items_add=frozenset({'biển'}), confidence=0.631578947368421, lift=6.653610771113831)]","Ô tô, xe máy",38
"['biển', 'thanh_lý']",0.027041942599999997,"[OrderedStatistic(items_base=frozenset({'biển'}), items_add=frozenset({'thanh_lý'}), confidence=0.28488372093023256, lift=5.37718023255814), OrderedStatistic(items_base=frozenset({'thanh_lý'}), items_add=frozenset({'biển'}), confidence=0.5104166666666666, lift=5.377180232558139)]","Ô tô, xe máy",38
"['biển', 'toyota']",0.015452538630000002,"[OrderedStatistic(items_base=frozenset({'toyota'}), items_add=frozenset({'biển'}), confidence=0.35443037974683544, lift=3.733882837798057)]","Ô tô, xe máy",38
"['biển', 'xe_tải']",0.0077262693160000005,"[OrderedStatistic(items_base=frozenset({'xe_tải'}), items_add=frozenset({'biển'}), confidence=0.3888888888888889, lift=4.096899224806202)]","Ô tô, xe máy",38
"['đăng_ký', 'biển']",0.004966887417,"[OrderedStatistic(items_base=frozenset({'đăng_ký'}), items_add=frozenset({'biển'}), confidence=0.8181818181818182, lift=8.619450317124736)]","Ô tô, xe máy",38
"['nhãn_hiệu', 'bks']",0.009381898455,"[OrderedStatistic(items_base=frozenset({'bks'}), items_add=frozenset({'nhãn_hiệu'}), confidence=0.47222222222222215, lift=3.4502688172043006)]","Ô tô, xe máy",38
"['bks', 'toyota']",0.004415011038,"[OrderedStatistic(items_base=frozenset({'bks'}), items_add=frozenset({'toyota'}), confidence=0.2222222222222222, lift=5.09704641350211)]","Ô tô, xe máy",38
"['ô_tô', 'bks']",0.012141280349999999,"[OrderedStatistic(items_base=frozenset({'bks'}), items_add=frozenset({'ô_tô'}), confidence=0.611111111111111, lift=3.247311827956989)]","Ô tô, xe máy",38
"['honda', 'blade']",0.039735099339999996,"[OrderedStatistic(items_base=frozenset({'blade'}), items_add=frozenset({'honda'}), confidence=0.9473684210526316, lift=4.217768007241691)]","Ô tô, xe máy",38
"['bán', 'nhượng']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'nhượng'}), items_add=frozenset({'bán'}), confidence=1.0, lift=34.84615384615385)]","Ô tô, xe máy",38
"['bán', 'qua']",0.01158940397,"[OrderedStatistic(items_base=frozenset({'bán'}), items_add=frozenset({'qua'}), confidence=0.40384615384615385, lift=5.046684350132626)]","Ô tô, xe máy",38
"['bán', 'sơn']",0.0066225165560000005,"[OrderedStatistic(items_base=frozenset({'bán'}), items_add=frozenset({'sơn'}), confidence=0.23076923076923075, lift=3.097435897435897)]","Ô tô, xe máy",38
"['future', 'bánh']",0.006070640176999999,"[OrderedStatistic(items_base=frozenset({'future'}), items_add=frozenset({'bánh'}), confidence=0.3235294117647059, lift=3.053308823529412)]","Ô tô, xe máy",38
"['gắn_máy', 'bánh']",0.015452538630000002,"[OrderedStatistic(items_base=frozenset({'gắn_máy'}), items_add=frozenset({'bánh'}), confidence=0.6666666666666667, lift=6.291666666666667)]","Ô tô, xe máy",38
"['bánh', 'hai']",0.04690949227,"[OrderedStatistic(items_base=frozenset({'bánh'}), items_add=frozenset({'hai'}), confidence=0.4427083333333333, lift=9.013342696629213), OrderedStatistic(items_base=frozenset({'hai'}), items_add=frozenset({'bánh'}), confidence=0.9550561797752808, lift=9.013342696629213)]","Ô tô, xe máy",38
"['bánh', 'moto']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'moto'}), items_add=frozenset({'bánh'}), confidence=1.0, lift=9.4375)]","Ô tô, xe máy",38
"['bánh', 'mô_tô']",0.07229580574,"[OrderedStatistic(items_base=frozenset({'bánh'}), items_add=frozenset({'mô_tô'}), confidence=0.6822916666666666, lift=8.706426056338028), OrderedStatistic(items_base=frozenset({'mô_tô'}), items_add=frozenset({'bánh'}), confidence=0.9225352112676056, lift=8.706426056338028)]","Ô tô, xe máy",38
"['bánh', 'vario']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'vario'}), items_add=frozenset({'bánh'}), confidence=0.5, lift=4.71875)]","Ô tô, xe máy",38
"['bánh', 'đào']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'đào'}), items_add=frozenset({'bánh'}), confidence=0.8571428571428571, lift=8.089285714285714)]","Ô tô, xe máy",38
"['bê_tông', 'bơm']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'bê_tông'}), items_add=frozenset({'bơm'}), confidence=0.42857142857142855, lift=110.93877551020407), OrderedStatistic(items_base=frozenset({'bơm'}), items_add=frozenset({'bê_tông'}), confidence=0.8571428571428571, lift=110.93877551020407)]","Ô tô, xe máy",38
"['bê_tông', 'model']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'bê_tông'}), items_add=frozenset({'model'}), confidence=0.42857142857142855, lift=13.162227602905569)]","Ô tô, xe máy",38
"['máy', 'bê_tông']",0.004966887417,"[OrderedStatistic(items_base=frozenset({'bê_tông'}), items_add=frozenset({'máy'}), confidence=0.6428571428571428, lift=3.2089728453364814)]","Ô tô, xe máy",38
"['nhãn_hiệu', 'bê_tông']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'bê_tông'}), items_add=frozenset({'nhãn_hiệu'}), confidence=0.5, lift=3.653225806451613)]","Ô tô, xe máy",38
"['bê_tông', 'ô_tô']",0.004966887417,"[OrderedStatistic(items_base=frozenset({'bê_tông'}), items_add=frozenset({'ô_tô'}), confidence=0.6428571428571428, lift=3.4160033514872223)]","Ô tô, xe máy",38
"['wave', 'bạc']",0.0077262693160000005,"[OrderedStatistic(items_base=frozenset({'wave'}), items_add=frozenset({'bạc'}), confidence=0.23333333333333334, lift=3.8788990825688074)]","Ô tô, xe máy",38
"['bạt', 'loại']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'bạt'}), items_add=frozenset({'loại'}), confidence=0.5, lift=3.743801652892562)]","Ô tô, xe máy",38
"['bạt', 'mui']",0.0066225165560000005,"[OrderedStatistic(items_base=frozenset({'bạt'}), items_add=frozenset({'mui'}), confidence=1.0, lift=67.11111111111111), OrderedStatistic(items_base=frozenset({'mui'}), items_add=frozenset({'bạt'}), confidence=0.4444444444444445, lift=67.11111111111111)]","Ô tô, xe máy",38
"['bạt', 'tera']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'bạt'}), items_add=frozenset({'tera'}), confidence=0.5, lift=82.36363636363636), OrderedStatistic(items_base=frozenset({'tera'}), items_add=frozenset({'bạt'}), confidence=0.5454545454545455, lift=82.36363636363637)]","Ô tô, xe máy",38
"['bạt', 'thùng']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'bạt'}), items_add=frozenset({'thùng'}), confidence=0.5833333333333334, lift=23.48888888888889)]","Ô tô, xe máy",38
"['bạt', 'tải']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'bạt'}), items_add=frozenset({'tải'}), confidence=0.5, lift=5.177142857142857)]","Ô tô, xe máy",38
"['honda', 'bảo_hiểm']",0.0077262693160000005,"[OrderedStatistic(items_base=frozenset({'bảo_hiểm'}), items_add=frozenset({'honda'}), confidence=0.7777777777777778, lift=3.4627354627354627)]","Ô tô, xe máy",38
"['bảo_hiểm', 'khóa']",0.008278145695,"[OrderedStatistic(items_base=frozenset({'bảo_hiểm'}), items_add=frozenset({'khóa'}), confidence=0.8333333333333334, lift=94.375), OrderedStatistic(items_base=frozenset({'khóa'}), items_add=frozenset({'bảo_hiểm'}), confidence=0.9375000000000001, lift=94.37500000000001)]","Ô tô, xe máy",38
"['nhớt', 'bảo_hiểm']",0.0077262693160000005,"[OrderedStatistic(items_base=frozenset({'bảo_hiểm'}), items_add=frozenset({'nhớt'}), confidence=0.7777777777777778, lift=82.90196078431373), OrderedStatistic(items_base=frozenset({'nhớt'}), items_add=frozenset({'bảo_hiểm'}), confidence=0.823529411764706, lift=82.90196078431373)]","Ô tô, xe máy",38
"['bảo_hiểm', 'nón']",0.008278145695,"[OrderedStatistic(items_base=frozenset({'bảo_hiểm'}), items_add=frozenset({'nón'}), confidence=0.8333333333333334, lift=100.66666666666666), OrderedStatistic(items_base=frozenset({'nón'}), items_add=frozenset({'bảo_hiểm'}), confidence=1.0, lift=100.66666666666666)]","Ô tô, xe máy",38
"['kép', 'cabin']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'cabin'}), items_add=frozenset({'kép'}), confidence=1.0, lift=258.85714285714283), OrderedStatistic(items_base=frozenset({'kép'}), items_add=frozenset({'cabin'}), confidence=0.8571428571428571, lift=258.85714285714283)]","Ô tô, xe máy",38
"['camry', 'toyota']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'camry'}), items_add=frozenset({'toyota'}), confidence=0.75, lift=17.20253164556962)]","Ô tô, xe máy",38
"['dung_tích', 'chỗ']",0.005518763797,"[OrderedStatistic(items_base=frozenset({'dung_tích'}), items_add=frozenset({'chỗ'}), confidence=0.5555555555555556, lift=3.2683982683982684)]","Ô tô, xe máy",38
"['hyundai', 'chỗ']",0.07947019867999999,"[OrderedStatistic(items_base=frozenset({'chỗ'}), items_add=frozenset({'hyundai'}), confidence=0.4675324675324675, lift=4.193905104796194), OrderedStatistic(items_base=frozenset({'hyundai'}), items_add=frozenset({'chỗ'}), confidence=0.712871287128713, lift=4.193905104796194)]","Ô tô, xe máy",38
"['innova', 'chỗ']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'innova'}), items_add=frozenset({'chỗ'}), confidence=0.7777777777777778, lift=4.575757575757575)]","Ô tô, xe máy",38
"['chỗ', 'mazda']",0.007174392936,"[OrderedStatistic(items_base=frozenset({'mazda'}), items_add=frozenset({'chỗ'}), confidence=0.7647058823529412, lift=4.498854087089382)]","Ô tô, xe máy",38
"['mitsubishi', 'chỗ']",0.022626931569999998,"[OrderedStatistic(items_base=frozenset({'mitsubishi'}), items_add=frozenset({'chỗ'}), confidence=0.7192982456140351, lift=4.231715652768284)]","Ô tô, xe máy",38
"['chỗ', 'santafe']",0.017660044150000002,"[OrderedStatistic(items_base=frozenset({'santafe'}), items_add=frozenset({'chỗ'}), confidence=1.0, lift=5.883116883116883)]","Ô tô, xe máy",38
"['sedan', 'chỗ']",0.007174392936,"[OrderedStatistic(items_base=frozenset({'sedan'}), items_add=frozenset({'chỗ'}), confidence=0.9285714285714285, lift=5.462894248608533)]","Ô tô, xe máy",38
"['chỗ', 'sport']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'sport'}), items_add=frozenset({'chỗ'}), confidence=0.5454545454545455, lift=3.208972845336482)]","Ô tô, xe máy",38
"['tappy', 'chỗ']",0.004415011038,"[OrderedStatistic(items_base=frozenset({'tappy'}), items_add=frozenset({'chỗ'}), confidence=1.0, lift=5.883116883116883)]","Ô tô, xe máy",38
"['tci', 'chỗ']",0.01158940397,"[OrderedStatistic(items_base=frozenset({'tci'}), items_add=frozenset({'chỗ'}), confidence=1.0, lift=5.883116883116883)]","Ô tô, xe máy",38
"['triton', 'chỗ']",0.004415011038,"[OrderedStatistic(items_base=frozenset({'triton'}), items_add=frozenset({'chỗ'}), confidence=1.0, lift=5.883116883116883)]","Ô tô, xe máy",38
"['tucson', 'chỗ']",0.010485651209999999,"[OrderedStatistic(items_base=frozenset({'tucson'}), items_add=frozenset({'chỗ'}), confidence=0.9047619047619048, lift=5.3228200371057515)]","Ô tô, xe máy",38
"['xpander', 'chỗ']",0.0077262693160000005,"[OrderedStatistic(items_base=frozenset({'xpander'}), items_add=frozenset({'chỗ'}), confidence=0.9333333333333333, lift=5.490909090909091)]","Ô tô, xe máy",38
"['ô_tô_con', 'chỗ']",0.1169977925,"[OrderedStatistic(items_base=frozenset({'chỗ'}), items_add=frozenset({'ô_tô_con'}), confidence=0.6883116883116883, lift=5.284833810257539), OrderedStatistic(items_base=frozenset({'ô_tô_con'}), items_add=frozenset({'chỗ'}), confidence=0.8983050847457628, lift=5.284833810257539)]","Ô tô, xe máy",38
"['đô', 'chỗ']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'đô'}), items_add=frozenset({'chỗ'}), confidence=1.0, lift=5.883116883116883)]","Ô tô, xe máy",38
"['city', 'honda']",0.004966887417,"[OrderedStatistic(items_base=frozenset({'city'}), items_add=frozenset({'honda'}), confidence=0.8181818181818182, lift=3.642617824436006)]","Ô tô, xe máy",38
"['dung_tích', 'ckd']",0.004966887417,"[OrderedStatistic(items_base=frozenset({'ckd'}), items_add=frozenset({'dung_tích'}), confidence=0.6428571428571428, lift=64.71428571428571), OrderedStatistic(items_base=frozenset({'dung_tích'}), items_add=frozenset({'ckd'}), confidence=0.5, lift=64.71428571428571)]","Ô tô, xe máy",38
"['hiệu', 'ckd']",0.004966887417,"[OrderedStatistic(items_base=frozenset({'ckd'}), items_add=frozenset({'hiệu'}), confidence=0.6428571428571428, lift=3.2447274174293668)]","Ô tô, xe máy",38
"['hyundai', 'ckd']",0.004966887417,"[OrderedStatistic(items_base=frozenset({'ckd'}), items_add=frozenset({'hyundai'}), confidence=0.6428571428571428, lift=5.766619519094766)]","Ô tô, xe máy",38
"['lắp_ráp', 'ckd']",0.004966887417,"[OrderedStatistic(items_base=frozenset({'ckd'}), items_add=frozenset({'lắp_ráp'}), confidence=0.6428571428571428, lift=35.298701298701296), OrderedStatistic(items_base=frozenset({'lắp_ráp'}), items_add=frozenset({'ckd'}), confidence=0.27272727272727276, lift=35.2987012987013)]","Ô tô, xe máy",38
"['nam', 'ckd']",0.004966887417,"[OrderedStatistic(items_base=frozenset({'ckd'}), items_add=frozenset({'nam'}), confidence=0.6428571428571428, lift=27.08970099667774), OrderedStatistic(items_base=frozenset({'nam'}), items_add=frozenset({'ckd'}), confidence=0.20930232558139536, lift=27.089700996677742)]","Ô tô, xe máy",38
"['sơn', 'ckd']",0.004966887417,"[OrderedStatistic(items_base=frozenset({'ckd'}), items_add=frozenset({'sơn'}), confidence=0.6428571428571428, lift=8.628571428571426)]","Ô tô, xe máy",38
"['ô_tô', 'cnhtc']",0.006070640176999999,"[OrderedStatistic(items_base=frozenset({'cnhtc'}), items_add=frozenset({'ô_tô'}), confidence=0.7333333333333333, lift=3.896774193548387)]","Ô tô, xe máy",38
"['con', 'máy']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'con'}), items_add=frozenset({'máy'}), confidence=0.6666666666666666, lift=3.327823691460055)]","Ô tô, xe máy",38
"['toyota', 'corolla']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'corolla'}), items_add=frozenset({'toyota'}), confidence=1.0, lift=22.936708860759495)]","Ô tô, xe máy",38
